assuntokey;CNAEPrincipalkey;datakey;radicalcnpjkey;codigoproblemakey;tipoatendimentokey;PorcentagemReclamacoesPorProblema;PorcentagemReclamacoesPorAssunto;PorcentagemReclamacoesPorCNPJ
156;571;13123;21265;4477;2;34;1;162
157;575;1186;24566;2553;6;215;13;2071
64;626;3912;28150;671;2;17;1;719
155;252;7019;1163;4476;2;63;2;16
140;473;6384;34021;1648;6;25;2;532
100;445;2101;21309;1486;6;70;4;1014
157;575;17040;26838;2496;2;14;0;157
94;174;2521;30721;1480;6;58;3;1218
157;575;7990;24649;4478;3;56;1;308
157;575;7684;24649;4478;3;58;2;320
54;472;470;21501;925;6;196;11;4574
228;705;8980;1039;4824;3;53;2;11
53;637;4661;25240;516;6;11;1;541
52;595;4922;27700;515;2;10;1;562
52;595;10746;18709;515;2;4;0;174
52;595;15274;33382;515;2;3;0;218
75;575;850;24566;538;3;63;8;2890
156;571;17453;14450;2552;2;14;0;82
91;683;1553;33439;1540;6;99;5;2153
95;812;4162;29644;1481;6;35;2;712
54;472;13330;21501;604;3;4;0;161
161;624;11552;33864;4177;6;36;1;293
129;595;18781;7093;2074;6;11;0;37
156;575;16573;26838;2552;2;15;0;161
53;595;13312;33382;558;3;4;0;250
218;575;64;24322;3263;6;5098;340;38003
53;595;9390;7093;4507;2;47;0;75
236;627;12363;33864;4410;2;35;1;273
52;595;11605;29762;4572;1;39;0;256
153;255;3589;34737;4042;2;112;4;967
93;170;13608;27650;1357;3;9;0;203
131;473;17427;34021;2138;2;12;0;195
157;575;10921;24649;2638;2;24;1;225
87;153;1964;27788;1473;6;75;4;1414
52;596;13764;23378;515;1;3;0;169
93;422;14122;25721;1479;2;10;0;182
89;475;673;3554;1475;6;219;13;528
228;614;2563;28333;3916;6;152;8;1105
92;153;329;2282;1478;6;449;27;693
139;153;11885;2282;1525;2;12;1;19
53;595;9973;24611;516;6;5;0;246
156;571;12202;14450;2552;2;20;1;118
203;516;15583;27316;3586;1;23;1;175
92;389;328;33300;1478;6;450;28;10152
133;814;477;32034;1519;6;318;27;6715
193;741;19418;26057;3543;6;18;0;134
52;595;8462;22081;4105;3;48;0;260
62;595;7892;27700;525;6;6;0;350
155;252;10720;1163;2551;2;23;1;10
228;705;19762;23221;3882;6;19;1;117
91;446;10838;18234;1477;6;13;0;168
156;575;13048;26838;4477;2;34;1;205
52;595;5378;28192;515;3;9;0;524
153;255;8085;34737;4474;3;55;1;429
53;595;8807;24611;558;3;6;0;279
52;596;9435;23378;4506;1;47;0;247
193;741;9311;16018;4662;6;50;2;172
52;596;13852;23378;515;2;3;0;168
54;472;2123;21501;4508;6;212;2;1012
149;571;17009;14450;1;2;0;0;84
155;252;10763;1163;2453;2;22;1;10
201;516;19323;33939;2436;2;12;1;175
77;595;2648;18709;540;6;20;2;706
228;705;5888;2981;4789;6;81;3;50
53;601;5473;32141;558;3;10;0;587
52;595;7589;28192;4572;3;60;0;371
204;705;7601;1925;4766;3;62;2;25
153;255;8186;34737;2549;3;31;1;424
52;595;8830;28042;515;3;5;0;317
100;419;1127;25272;1608;6;142;8;2242
62;595;10300;28192;1119;2;10;0;273
73;472;13398;28193;576;2;4;0;210
155;252;3261;1163;4043;1;123;4;35
205;596;446;23378;4767;6;1068;45;5241
62;607;586;2128;611;6;104;10;363
100;614;16324;29680;1608;2;9;0;181
52;595;3799;28042;515;3;13;1;738
53;595;9173;7093;582;2;6;0;77
62;601;13597;21540;525;6;3;0;158
124;445;14336;24390;1632;6;11;0;170
157;575;1725;24566;2475;6;143;9;1424
53;595;5311;7093;516;3;9;0;133
136;571;2486;14450;2326;3;93;5;581
155;252;3272;1163;4043;1;123;4;35
92;170;13003;31141;4883;6;37;0;239
148;705;8991;23221;4470;3;49;1;258
75;730;16576;4976;538;2;3;0;30
226;575;10544;26838;3309;3;31;2;254
157;575;7565;24649;2553;6;33;2;325
157;571;5209;30743;2553;3;49;3;590
54;472;11065;21501;604;3;5;0;194
116;450;12167;6405;1502;1;12;0;52
157;575;16105;24649;2553;6;15;0;153
53;595;16701;18709;769;2;4;0;112
53;419;20090;25272;516;2;2;0;125
53;607;6375;11302;516;2;8;0;177
234;595;4998;7093;3277;3;65;4;141
157;575;15414;26838;2553;2;16;1;174
52;595;11353;29834;4572;1;40;0;262
155;252;12589;1163;2551;2;20;1;9
125;445;18730;21309;1633;2;8;0;113
53;637;739;15957;516;6;69;7;2159
62;595;5761;28192;525;3;9;1;489
148;516;13949;9622;4481;1;32;1;68
157;575;7686;24649;2553;2;33;2;320
75;575;13550;24322;538;1;3;0;179
62;595;1875;24611;525;6;28;3;1312
157;575;11772;24322;2553;2;21;1;206
156;575;16507;26838;2552;2;15;0;162
53;595;7431;24611;4573;2;61;0;331
121;443;4832;590;1507;6;31;2;12
52;595;2368;28192;4294;6;181;2;1190
93;170;12883;27650;1479;6;11;0;214
157;575;6983;26838;2485;2;35;2;384
100;624;14992;7098;1826;1;12;0;47
62;575;810;23;4582;3;565;7;2
148;516;14015;9622;4481;1;31;1;68
100;378;18795;16682;1486;2;7;0;88
62;607;7567;28054;4640;3;61;0;370
6;730;19204;4976;144;2;0;0;25
155;252;10280;1163;2551;2;24;1;11
157;575;986;24566;4478;6;454;15;2491
96;153;14105;27788;1482;6;10;0;197
153;255;15558;34737;2440;2;15;0;223
156;571;19322;14450;2552;2;13;0;74
148;614;13936;28333;4481;1;32;1;203
52;595;11154;28192;468;2;4;0;252
155;252;7781;1163;2551;3;32;1;14
53;595;225;7093;516;6;229;23;3152
53;596;1081;23378;516;6;47;4;2162
157;575;15920;26838;2553;1;16;0;168
157;571;12859;14450;2553;2;19;1;112
207;730;18219;23795;3590;2;19;1;130
228;705;19861;23221;3882;6;19;1;116
155;252;4366;1163;4476;2;102;3;26
155;252;15517;1163;2551;1;16;0;7
67;596;16765;23378;1101;1;6;0;139
155;252;17763;1163;2572;1;14;0;6
153;255;15801;34737;2549;2;16;0;219
157;575;1065;24566;2553;6;239;14;2306
153;255;10576;34737;2655;2;25;1;328
86;404;2259;3502;2337;6;103;3;155
52;595;4081;7093;515;2;12;1;173
95;422;10716;25721;1712;2;15;0;240
155;252;12490;1163;2551;2;20;1;9
75;575;6093;26838;4594;3;75;1;440
157;575;1032;24566;2553;6;247;15;2380
52;595;12992;28024;4572;2;35;0;215
153;255;7326;34737;2451;3;33;2;474
234;624;2452;7098;3541;6;144;9;289
75;595;7539;28192;4547;2;60;0;373
53;596;3591;23378;516;2;14;1;651
148;496;17252;28158;2436;2;14;0;163
157;575;9579;26838;2553;2;26;1;280
88;595;1458;28024;2035;6;139;6;1922
156;575;16014;24322;2552;1;15;0;151
218;580;11269;29934;3873;2;34;1;265
156;571;18660;21265;2552;3;13;0;113
139;626;6146;22914;1525;6;24;2;372
62;624;6266;32765;970;6;15;0;522
148;614;13969;28333;4481;1;32;1;202
52;595;16332;27739;1111;2;6;0;169
155;252;15606;1163;2636;2;16;0;7
53;595;8617;7093;866;3;10;0;82
148;683;18291;7875;2545;2;13;0;43
78;596;9689;23378;514;1;5;0;241
52;595;3071;28042;4572;2;148;1;913
169;595;11398;18709;4393;1;38;1;164
240;152;11368;31696;1534;6;13;2;278
155;252;3767;1163;4043;1;107;4;30
148;496;10180;1095;2525;6;24;1;10
53;595;11259;24611;4507;1;40;0;218
62;595;17684;27700;475;3;2;0;156
157;575;2526;26838;2638;6;104;6;1062
52;595;1105;29762;4572;6;413;4;2693
157;575;8710;24322;4478;3;51;1;279
157;575;13177;24649;2553;2;19;1;187
53;595;5049;28042;4573;3;90;1;555
153;255;7348;34737;2451;3;33;2;472
155;252;3338;1163;4043;1;121;4;34
218;571;11423;21265;4780;1;41;1;186
100;626;2888;31966;1364;6;47;3;1106
80;277;6623;5232;1285;6;19;1;78
148;614;13947;28333;4481;3;32;1;203
101;420;2423;21280;1487;6;61;4;878
237;637;16937;5373;4969;6;29;1;31
231;571;3309;14450;3613;2;109;6;436
155;252;3349;1163;4043;1;120;4;34
155;252;3789;1163;4043;1;106;4;30
100;387;125;28511;1486;6;1188;80;22808
75;595;6969;33382;4594;2;65;1;479
155;252;3778;1163;4043;1;107;4;30
52;595;12203;33382;515;2;4;0;273
155;252;6299;1163;4043;1;64;2;18
52;595;18837;28024;515;2;2;0;148
157;575;15480;26838;2553;1;16;1;173
153;255;10685;34737;2549;2;23;1;325
155;252;6310;1163;4043;1;64;2;18
123;683;18082;21846;1631;2;9;0;120
54;472;10370;28384;604;3;5;0;273
156;571;19344;14450;2552;2;13;0;74
155;252;2;33491;2572;6;128600;7750;1674550
157;153;17520;27788;2444;2;13;0;158
144;420;10239;21280;1652;2;16;1;207
75;595;11914;1;538;2;4;0;0
56;621;11384;24488;4576;1;40;0;215
148;516;14050;9622;2545;4;18;1;68
228;705;19868;30063;3882;6;19;1;151
157;575;966;24566;2553;3;264;16;2543
184;209;19213;27565;3171;2;16;0;143
73;658;1719;28460;4593;3;267;4;1655
131;473;16079;34021;1639;2;10;0;211
153;255;8394;34737;2451;3;29;1;413
119;209;5737;4389;1566;6;27;2;76
139;614;11488;29680;1584;1;13;1;258
53;607;12143;29148;4573;2;37;0;240
155;252;13612;1163;2494;3;18;1;8
52;607;10727;28054;515;2;4;0;261
226;575;3293;24649;3608;2;109;6;748
98;489;15525;31018;1989;2;12;0;199
75;359;2751;27936;886;6;32;2;1015
53;601;13088;32141;516;2;3;0;245
95;153;5722;2282;1481;6;25;1;39
131;683;2798;21846;1639;6;58;4;780
53;595;9167;24611;4507;2;49;0;268
218;579;19898;1241;3601;2;18;1;6
228;516;19879;9622;3882;6;19;1;48
52;595;5431;28192;4572;3;84;0;519
156;571;12729;21265;2552;2;20;1;167
52;595;9646;28042;4064;1;42;0;290
100;378;19720;16682;1486;2;7;0;84
95;419;15340;3619;1481;6;9;0;23
54;473;8486;27222;4574;2;53;0;320
54;607;8308;34260;4574;3;55;0;412
75;587;13232;7748;538;6;4;0;58
156;571;12685;21265;2552;2;20;1;167
228;537;17162;22659;3882;2;22;1;132
55;808;4314;28304;518;6;12;1;656
95;172;18382;1831;4886;6;26;0;9
153;255;15493;34737;2570;2;16;0;224
157;571;12693;21265;2574;2;20;1;167
218;580;954;29934;3601;3;377;22;3137
89;77;11456;1423;1766;1;15;0;12
75;595;10119;22081;4119;2;40;0;218
96;49;17268;27936;1604;2;9;0;161
53;595;1290;24611;516;6;40;4;1907
157;571;11228;30743;2553;2;22;1;273
155;252;4146;1163;4476;2;107;3;28
100;422;12733;25721;1364;2;10;0;202
157;576;19273;28973;2553;2;13;0;150
240;445;8535;24945;1534;6;17;2;292
52;595;9773;28042;4632;2;47;0;286
157;571;18822;21265;2574;3;13;0;112
52;581;5524;32491;4506;6;81;0;588
53;595;58;7093;4573;6;7884;91;12229
207;565;18913;25159;3762;8;19;1;133
155;252;6502;1163;4487;2;69;2;17
53;595;9649;33382;848;2;8;0;345
52;596;16955;23378;4632;2;27;0;137
52;595;2197;28024;515;3;23;2;1275
53;595;1572;27700;516;6;32;3;1762
155;252;16475;1163;2551;2;15;0;7
153;255;10960;34737;2549;2;23;1;316
100;156;12197;16682;1486;2;12;0;136
52;595;8753;28042;515;2;5;0;320
102;472;10598;8026;2049;3;19;0;75
53;595;914;24611;4573;3;500;5;2692
52;601;3985;23464;557;7;13;1;588
100;624;2816;21356;1364;6;48;3;758
228;516;19901;9622;3882;6;19;1;48
52;595;8810;7081;4632;2;52;0;80
93;814;4575;988;1479;6;32;2;21
100;575;3727;24322;2210;2;59;2;652
75;637;7128;25494;4619;2;64;1;357
155;252;9474;1163;4445;2;46;1;12
156;573;2412;25364;2552;6;105;6;1051
62;595;872;29762;4582;3;525;7;3413
155;252;15243;1163;2636;6;17;1;7
56;621;16321;27611;492;6;3;0;169
62;575;744;23;4582;6;615;8;3
228;496;9094;1095;4789;3;52;2;12
193;741;8035;28123;4757;3;59;2;350
153;255;17045;34737;2529;2;14;0;203
157;575;11108;24649;2638;2;23;1;221
53;595;10309;28042;4599;2;44;0;272
100;614;1367;29680;1486;6;108;7;2171
157;575;7345;24649;2553;2;34;2;335
75;575;11729;24649;538;2;4;0;210
156;575;14217;26838;2552;2;17;1;188
53;595;8444;24611;603;3;7;0;291
53;595;3076;7093;516;2;16;1;230
75;595;17973;27472;511;2;2;0;152
53;723;1250;741;4599;6;367;4;59
100;419;17039;28812;1668;6;9;0;169
100;445;10726;6400;1486;2;13;0;59
156;571;19001;21265;2552;3;13;0;111
161;631;13066;28770;2765;2;21;1;220
52;595;4713;28042;515;3;10;1;594
52;607;550;6093;889;6;161;9;1107
156;571;12156;30743;2552;2;20;1;252
94;172;19837;30783;1480;2;7;0;155
53;596;6584;23378;4599;2;69;0;355
93;446;4094;18234;1479;6;36;2;445
140;62;10512;14563;1648;6;15;1;138
52;595;7258;22081;515;2;7;0;304
156;575;1608;24566;2573;6;160;9;1527
53;607;8151;23699;516;2;6;0;290
62;601;10341;27651;567;6;5;0;267
53;595;10986;24611;516;2;4;0;224
102;717;15683;30721;1488;6;9;0;195
53;595;7748;28042;516;2;6;0;361
100;156;16134;16682;1364;2;8;0;103
52;595;1754;24611;4572;3;260;2;1403
124;624;12752;23964;1510;6;11;0;187
61;373;14511;27284;524;6;3;0;188
196;376;18750;27796;4725;1;25;1;148
155;252;6843;1163;4476;3;65;2;16
78;624;8721;33877;541;3;6;0;388
52;596;15581;23378;4831;2;31;0;150
75;607;7552;28054;4594;3;60;0;371
157;575;12001;26838;2553;2;21;1;223
62;595;12910;22081;4608;2;35;0;171
73;595;19815;33382;942;2;4;0;168
53;595;2293;28192;603;6;26;2;1229
73;607;14695;29148;536;2;3;0;198
157;575;15370;26838;2585;2;16;1;174
62;742;138;32704;4582;6;3320;44;23698
155;252;3668;1163;4043;1;110;4;31
75;575;49;23;538;6;1097;153;46
157;575;4734;24649;4478;2;94;3;520
155;252;3690;1163;4043;1;109;4;31
228;516;208;24293;3231;6;1553;109;11679
228;516;15848;21426;3536;6;22;1;135
101;489;19133;31018;1609;2;8;0;162
102;422;841;25721;1488;6;176;12;3058
157;595;18531;1;4447;2;23;0;0
53;472;16350;25221;516;6;3;0;154
89;472;9169;21501;4880;6;53;0;234
157;575;14717;24649;2444;2;16;1;167
100;576;16689;28973;2293;2;13;0;173
139;153;4102;2282;1525;6;37;3;55
236;631;10624;675;2729;6;25;2;6
75;708;6869;25407;4594;1;66;1;369
94;419;5262;3619;1480;6;28;1;68
212;443;8811;1669;4774;3;54;2;18
53;641;14431;27082;516;6;3;0;187
53;595;14827;18709;516;1;3;0;126
157;575;754;24322;2444;3;324;20;3225
219;683;18070;26588;3602;6;19;1;147
155;252;3679;1163;4043;1;109;4;31
100;571;13779;13264;1549;3;11;0;96
153;255;2113;33551;2440;3;115;7;1587
156;571;5697;21265;2552;3;44;2;373
131;489;16617;31018;1639;2;9;0;186
170;466;19821;3424;2977;8;15;0;17
156;575;19137;24322;2495;2;13;0;127
157;575;6100;24649;2465;2;40;2;404
218;580;9637;29934;3601;1;37;2;310
52;595;9252;28474;4632;6;50;0;307
155;252;5325;1163;2473;2;46;2;21
53;516;501;33939;558;6;111;10;6774
153;255;7184;34737;2549;3;35;2;483
62;472;16097;21501;525;1;3;0;133
131;472;17025;1735;1639;2;9;0;10
53;596;1984;23378;516;6;26;2;1178
62;595;9161;28192;611;2;6;0;307
100;152;11532;31696;1486;2;12;0;274
218;575;18786;24322;3411;2;18;1;129
153;255;9430;34737;2570;1;27;1;368
157;575;2118;24322;4447;3;209;7;1148
156;571;19664;14450;2637;2;13;0;73
53;422;6;25721;924;6;15400;883;428683
155;252;18965;28345;2551;2;13;0;149
111;460;17200;8750;1619;2;9;0;50
75;595;7720;33382;578;2;7;0;432
52;595;2775;27700;515;6;18;1;998
157;575;8014;24649;2574;3;32;1;307
62;571;1318;14450;4582;3;347;4;1096
155;252;16596;1163;2551;2;15;0;7
52;595;6144;28042;515;2;8;0;456
75;595;11865;22081;538;2;4;0;186
155;252;3657;1163;4043;1;110;4;31
100;152;6479;31696;1486;2;22;1;489
53;595;16742;27095;516;2;3;0;161
52;595;3635;28042;602;3;16;1;771
155;252;3646;1163;4043;1;110;4;31
53;595;16247;18709;489;2;3;0;115
157;575;11657;24649;2496;2;21;1;211
128;299;11910;34782;1514;1;12;1;292
53;596;10513;23378;516;2;4;0;222
156;571;12189;14450;4477;2;36;1;118
148;496;6649;15799;2525;6;37;2;237
75;595;11843;22081;538;2;4;0;186
92;624;2675;23964;1478;6;55;3;895
218;580;9681;29934;3601;2;37;2;309
161;627;17311;33864;2701;2;15;0;195
156;575;10397;26838;2552;2;24;1;258
157;575;9293;24322;4447;2;47;1;261
53;595;1048;33382;4507;3;430;5;3185
157;575;13730;24322;4495;3;32;1;177
75;373;16424;27284;943;6;5;0;166
155;252;13756;1163;2572;3;18;1;8
62;595;6284;28042;4640;3;73;0;446
56;621;5323;31698;4576;2;85;1;595
156;571;20047;21265;2552;2;12;0;106
157;575;2446;26838;4447;3;181;6;1097
156;571;18311;14450;2484;2;13;0;78
156;575;5600;26838;2552;3;45;2;479
53;595;4634;18709;4573;2;98;1;403
93;453;4840;4475;1479;6;30;1;92
52;595;16538;28192;515;2;3;0;170
68;624;6996;23964;4588;2;65;0;342
155;255;11116;34737;2551;1;22;1;312
131;473;1969;29276;1856;3;94;6;1486
75;595;2639;27700;4652;6;176;2;1049
157;575;1706;23;2553;6;149;9;1
75;473;10536;2228;511;6;4;0;21
73;571;9454;30743;4526;2;47;0;325
75;595;11844;7081;538;2;4;0;59
100;444;14525;1041;2210;6;15;0;7
218;580;16900;29934;3601;2;21;1;177
102;717;12083;30721;1488;6;12;0;254
156;571;14182;21265;2552;6;17;1;149
123;595;12240;24611;1848;6;15;1;201
124;614;1670;29680;1571;6;94;7;1777
53;445;15264;21309;558;1;3;0;139
52;595;392;33382;4622;4;1179;13;8515
89;489;12495;31018;1597;2;12;0;248
228;705;6245;23221;3536;6;56;3;371
101;387;10742;28884;1487;2;13;0;268
157;575;779;24566;2553;3;327;20;3153
148;587;13798;7748;2545;3;18;1;56
72;624;439;7098;575;6;130;16;1616
93;170;7073;30719;1479;2;20;1;434
216;472;19089;25221;3972;2;20;1;132
91;445;6346;34777;1477;6;23;1;548
153;255;10938;34737;2549;2;23;1;317
39;473;18236;34021;170;2;0;0;186
53;595;1726;27700;516;6;29;3;1604
155;252;3547;1163;4043;1;113;4;32
53;595;4744;27739;516;2;10;1;584
231;571;4795;14450;3613;2;75;4;301
75;595;6852;27700;4594;2;67;1;404
155;252;3536;1163;4043;1;114;4;32
157;575;2911;24322;4478;2;153;5;835
52;723;6674;5225;515;6;7;0;78
153;255;1870;33551;4474;6;239;8;1794
62;595;3313;28474;897;6;27;1;859
155;252;3558;1163;4043;1;113;4;32
193;742;19914;24815;3849;6;19;0;124
130;730;18209;494;2075;6;11;0;2
156;575;14390;24649;2454;2;17;1;171
157;575;15800;26838;2638;2;16;0;169
101;152;9;29836;1365;6;15166;1122;331511
157;575;14412;26838;2553;2;17;1;186
100;156;4711;16682;1486;2;31;2;354
53;595;19969;7093;516;2;2;0;35
95;156;3610;25011;1481;6;41;2;692
156;571;17978;21265;4466;3;24;0;118
124;595;11306;1;2069;2;18;1;0
100;156;8443;16682;1486;3;17;1;197
62;607;10174;30883;498;6;4;0;303
157;575;856;24566;2553;6;298;18;2869
53;595;1225;24611;603;3;49;4;2009
156;575;17500;24322;2552;2;14;0;138
52;581;8420;32491;4572;3;54;0;385
53;637;10688;15957;516;2;4;0;149
52;607;4353;33745;4572;6;105;1;775
62;595;12857;24611;4582;6;35;0;191
56;641;10546;31000;585;3;5;0;293
228;516;6008;21279;4824;6;80;3;354
80;647;11509;23074;1263;6;10;0;200
52;595;5916;29762;4572;2;77;0;503
157;575;12175;24649;2553;2;20;1;202
53;595;2663;27700;639;3;23;1;1040
156;571;12839;21265;2552;2;19;1;165
62;595;3842;22081;4640;2;120;1;574
100;812;376;30755;1486;6;395;26;8179
52;595;9019;28192;515;3;5;0;312
228;705;17421;3572;3231;2;18;1;20
52;595;447;33382;4622;4;1034;11;7468
62;595;10338;28192;525;2;5;0;272
157;575;12107;24649;4478;2;36;1;203
53;607;1128;34260;603;3;53;4;3037
196;723;19283;31466;3852;2;19;1;163
157;575;2089;24566;2553;6;122;7;1175
153;255;10905;34737;2549;2;23;1;318
53;595;20034;28024;558;2;2;0;139
100;378;18575;16682;1486;3;8;0;89
157;575;1728;23;2553;6;147;9;1
53;595;11141;7093;4573;6;41;0;63
62;595;14598;28024;4640;6;31;0;191
156;571;10140;21265;4488;3;44;1;209
153;255;10883;34737;2549;2;23;1;319
155;252;3580;1163;4043;1;112;4;32
73;658;596;28460;4593;3;770;12;4775
62;595;543;28192;525;6;96;11;5191
156;571;6851;21265;4477;3;65;2;310
228;516;12538;21426;3610;6;28;1;170
52;595;14484;28024;889;2;6;0;193
92;170;11620;27650;1478;2;12;0;237
94;156;14987;2282;1480;6;9;0;15
157;571;17155;13264;2553;2;14;0;77
53;595;859;24611;4573;3;532;6;2865
53;595;5048;28192;866;3;17;1;558
52;595;12318;22081;4632;2;37;0;179
228;705;12633;1039;3610;6;28;1;8
90;565;14263;31079;1981;6;13;0;217
92;445;16919;24390;2100;1;12;0;144
62;595;10897;22081;525;2;4;0;202
75;575;8673;24322;538;3;6;0;280
153;255;5852;34737;2549;2;43;2;593
157;575;2380;24649;2553;3;107;6;1035
52;595;4883;7093;4572;3;93;1;145
156;571;19002;21265;2637;3;13;0;111
110;282;4244;3233;1496;6;35;2;76
52;595;8802;28192;557;3;6;0;320
131;473;18300;34021;1639;2;8;0;185
129;196;7768;33580;1515;3;19;1;432
157;575;7783;24649;4447;3;57;2;316
100;156;14451;16682;1486;2;10;0;115
194;754;11265;4464;3850;1;34;1;39
52;595;17264;33382;488;2;2;0;193
153;255;7923;34737;2549;2;32;1;438
62;595;14881;28042;525;1;3;0;188
101;387;15993;28511;1487;6;9;0;178
75;595;6977;24611;4594;2;65;1;352
75;595;11180;27472;4594;2;41;0;245
53;601;13847;21540;516;3;3;0;155
54;607;6451;33745;517;6;8;0;523
75;624;7553;23964;4594;2;60;0;317
153;255;7877;34737;4474;2;56;1;440
52;595;11478;28042;4572;3;39;0;244
157;575;2011;24566;2553;6;126;7;1221
52;595;5491;33382;488;6;8;0;607
53;595;9623;7093;489;2;5;0;73
208;822;17267;338;3491;2;20;1;1
52;634;16954;29598;923;6;5;0;174
54;637;16508;15957;517;2;3;0;96
197;595;14245;33382;3894;6;27;1;234
72;445;16474;21309;677;2;4;0;129
157;571;5921;21265;4478;3;75;2;359
232;595;13353;33382;3822;3;28;1;249
75;621;1614;17537;511;6;31;4;1086
153;255;17494;34737;2461;2;14;0;198
96;172;19872;28153;1482;6;7;0;141
148;587;1616;7748;2545;6;157;9;479
53;422;9281;25721;558;2;6;0;277
101;420;18447;21280;1487;2;8;0;115
54;422;4160;25721;559;2;13;1;618
62;595;1490;1;4582;6;307;4;0
62;607;3988;4288;4640;2;116;1;107
157;575;1001;23;2553;3;255;15;2
232;595;16017;27739;3355;1;20;1;173
157;571;4899;30743;2553;2;52;3;627
53;575;12751;24649;516;2;4;0;193
157;575;1967;24566;2553;6;129;7;1248
54;422;3491;33879;517;6;14;1;970
62;595;11443;7081;875;2;7;0;61
101;489;13376;31018;1487;2;11;0;231
148;587;16746;7748;2577;2;15;0;46
146;626;6476;22914;1532;2;23;2;353
52;607;14749;7851;515;6;3;0;53
52;595;6159;29762;4572;3;74;0;483
52;741;5082;752;515;6;10;1;14
155;252;17464;1163;2551;2;14;0;6
78;644;10958;3344;541;6;4;0;30
100;422;407;21280;1608;6;395;24;5228
207;387;17285;28511;3252;2;18;1;164
56;595;11902;1;519;2;4;0;0
93;624;18256;23964;1479;6;8;0;131
95;152;18028;24592;4886;2;27;0;136
155;252;13447;1163;2551;2;18;1;8
153;255;7988;34737;2451;3;30;1;434
95;156;6005;16682;1481;6;24;1;277
68;645;10849;11493;504;6;4;0;105
157;575;2088;24566;2553;6;122;7;1176
95;444;70;5091;1359;6;1941;135;7272
75;595;12039;7081;4652;2;38;0;58
52;595;17856;28192;488;2;2;0;157
124;419;18736;3619;1510;6;8;0;19
153;255;7846;34737;2549;3;32;1;442
156;571;19486;21265;2637;2;13;0;109
52;595;3205;27700;4632;2;144;1;864
228;705;12010;1039;3882;6;32;1;8
52;595;4175;28042;515;6;12;1;671
53;595;14640;28024;516;6;3;0;191
123;445;18960;21309;2011;2;10;0;112
155;252;5645;1163;4476;2;79;2;20
73;658;36;28460;4593;3;12758;202;79055
157;575;17219;24322;2585;2;15;0;141
52;588;8648;26333;4572;3;52;0;304
156;571;8985;21265;2454;3;27;1;236
157;571;18594;13264;2553;2;13;0;71
75;595;11764;22081;538;2;4;0;187
148;614;14072;28333;4040;4;28;1;201
52;596;6522;23378;4598;2;70;0;358
139;388;4656;13136;1525;2;32;2;282
75;631;4945;17954;4594;2;92;1;363
53;595;12282;24611;4573;6;37;0;200
156;571;10551;30743;2552;2;24;1;291
52;637;4813;25494;515;6;10;1;529
93;637;14902;24641;1479;6;9;0;165
148;516;18456;22121;2436;2;13;0;119
140;449;96;1152;1526;6;1589;145;1200
93;422;16091;25721;1479;6;9;0;159
155;252;2104;32979;2551;6;121;7;1567
100;575;2842;26838;2108;6;74;3;944
236;631;13064;30760;4435;1;33;1;235
100;153;4583;2282;1486;6;32;2;49
155;252;19719;1163;2453;3;12;0;5
52;595;7805;28042;4572;2;58;0;359
101;614;10149;29680;1609;6;15;0;292
156;571;3945;14450;4477;2;113;3;366
93;445;19513;21309;1601;2;8;0;109
52;595;13189;28024;4572;2;34;0;212
155;252;9477;1163;2572;2;27;1;12
100;723;16811;741;1608;6;9;0;4
153;255;7845;34737;2451;6;31;1;442
54;422;16938;18675;517;6;3;0;110
193;742;941;32704;3684;6;391;20;3475
75;595;6822;18709;4594;2;67;1;274
75;595;11775;22081;538;2;4;0;187
94;280;2647;8220;1480;6;55;3;310
223;587;8711;7748;3606;3;41;2;88
62;373;13328;29672;525;3;3;0;222
53;595;13891;18709;639;2;4;0;134
156;575;17488;26838;2673;2;15;0;153
156;574;18065;21756;2573;2;14;0;120
95;156;2021;16682;1481;6;73;4;825
157;575;6263;24649;2465;6;39;2;393
75;571;11771;30743;538;2;4;0;261
157;575;6318;24649;2475;2;39;2;390
155;252;9983;1163;2551;6;25;1;11
53;637;4061;25494;516;2;12;1;627
53;595;5252;22081;516;3;9;1;420
62;595;10910;22081;525;2;4;0;202
223;751;2458;24450;3567;8;145;9;994
203;705;18629;28375;3586;2;19;1;152
52;595;9127;22081;4506;2;49;0;241
53;637;5247;2761;984;6;18;1;52
124;717;5713;30721;1510;2;26;2;537
100;533;1807;22205;1608;6;88;5;1228
156;575;3276;26838;2552;2;77;4;819
235;472;355;1776;3390;8;954;66;500
78;624;11687;26874;4597;2;39;0;229
102;717;11810;30721;4893;2;41;0;260
155;252;7639;1163;2551;3;33;2;15
93;422;3714;25721;1601;2;43;2;692
73;616;5978;32811;4593;6;76;1;548
53;595;9590;7093;489;2;5;0;73
100;387;2493;28511;1486;6;59;4;1143
157;575;16845;26838;2553;2;15;0;159
226;575;10655;24649;4823;3;45;2;231
92;445;18292;21309;2390;2;13;0;116
157;575;11937;24322;4478;2;37;1;203
52;595;1558;24611;4572;3;293;3;1579
155;252;5502;1163;4476;2;81;2;21
52;596;11317;23378;4530;2;40;0;206
54;637;3602;31931;4574;2;126;1;886
157;571;6792;14450;4478;2;65;2;212
75;575;11749;24649;538;2;4;0;209
157;575;10321;24322;2553;2;24;1;235
156;571;7843;14450;2552;2;32;1;184
193;743;5625;17468;4757;6;84;3;310
53;422;11471;25721;558;2;4;0;224
