assuntokey;CNAEPrincipalkey;datakey;radicalcnpjkey;codigoproblemakey;tipoatendimentokey;PorcentagemReclamacoesPorProblema;PorcentagemReclamacoesPorAssunto;PorcentagemReclamacoesPorCNPJ
53;616;8856;33023;603;3;6;0;372
52;596;441;23378;947;8;214;11;5301
153;255;3077;34737;4474;2;145;4;1128
52;595;16913;33382;515;2;3;0;197
100;624;14486;23964;2108;6;14;0;165
155;252;17024;28345;4476;2;26;0;166
52;595;11440;1;4572;2;39;0;0
157;575;7447;24322;2553;2;34;2;326
153;255;14775;34737;2440;1;16;1;235
231;575;2102;24322;3885;3;184;10;1157
155;252;14239;1163;2551;2;17;1;8
157;571;18315;21265;2638;3;14;0;116
155;575;16093;26838;2551;6;15;0;166
157;575;8918;24649;2553;2;28;1;276
53;595;11129;28024;516;2;4;0;251
124;626;4528;22914;1510;2;33;2;506
153;255;6459;34737;2549;2;39;2;537
101;489;16283;31018;1609;2;9;0;190
193;741;17865;26057;3578;6;20;1;145
157;575;4506;24322;4478;2;99;3;539
155;252;11468;1163;4476;2;39;1;10
156;571;16222;14450;2584;2;15;0;89
87;730;5668;494;1595;6;28;1;8
62;595;19147;27700;525;2;2;0;144
157;575;5615;24649;2553;2;45;2;438
102;717;12698;30721;1488;6;11;0;241
62;607;13541;2128;525;6;3;0;15
155;252;16782;1163;2551;2;15;0;6
100;472;4394;25221;1486;6;33;2;573
111;489;16584;31018;2405;2;14;0;187
148;516;14025;30552;2545;4;18;1;217
73;658;1148;28460;4593;3;400;6;2479
209;323;603;5853;3214;6;533;34;970
100;624;13289;23964;1364;3;10;0;180
155;252;9830;1163;2551;2;25;1;11
157;571;17385;14450;2553;2;14;0;83
157;575;736;23;2553;6;346;21;3
52;595;7260;7081;515;2;7;0;97
75;595;12309;33382;538;2;4;0;271
139;717;13228;30721;1525;6;11;1;232
157;575;8801;24322;2515;3;28;1;276
193;755;19915;31321;3849;6;19;0;157
157;571;19921;14450;4489;3;22;0;72
156;571;8558;21265;2573;3;30;1;248
52;595;17249;24574;4572;2;26;0;142
234;571;9375;14450;4696;2;50;2;154
156;571;7521;30743;4477;3;59;2;408
155;252;9841;1163;2551;2;25;1;11
236;631;9086;1752;4410;3;48;2;19
75;601;18040;21540;4570;3;25;0;119
156;571;2140;14450;2443;6;114;7;675
52;595;8601;22081;4632;3;53;0;256
53;595;18429;33382;516;3;2;0;181
53;596;8254;23378;4656;2;56;0;283
100;420;16381;21280;1486;2;9;0;129
93;445;15737;21309;1479;2;9;0;135
156;571;15989;21265;2552;2;15;0;132
105;456;18485;28241;1830;2;9;0;152
156;571;8667;21265;2454;3;28;1;245
52;595;11220;28024;515;2;4;0;249
93;170;2558;30719;1479;6;57;3;1200
155;252;11795;1163;2551;2;21;1;9
53;595;18977;24611;516;3;2;0;129
52;595;19372;27739;4572;2;23;0;143
215;437;8947;23201;3704;6;41;2;259
155;252;3031;1163;4043;1;133;5;38
155;252;3053;1163;4043;1;132;5;38
61;652;18995;22213;874;2;4;0;116
53;595;3595;33382;516;2;14;1;928
92;624;4970;7098;1478;6;29;1;142
100;444;11647;636;1486;1;12;0;5
157;575;2035;23;2553;6;125;7;1
53;595;11205;28192;516;2;4;0;251
96;445;17220;21309;2104;2;12;0;123
155;252;3020;1163;4043;1;133;5;38
155;252;207;33491;4445;3;2147;74;16179
100;156;16342;16682;1364;6;8;0;102
157;573;2220;25364;2553;6;115;7;1142
101;595;14165;28024;1487;6;10;0;197
105;558;237;25093;2297;6;969;44;10587
155;252;3009;1163;4043;1;134;5;38
155;252;8805;1163;2453;3;27;1;13
100;533;18198;22205;1608;6;8;0;122
156;571;15978;21265;2552;2;15;0;133
124;329;13086;14903;1510;6;11;0;113
96;445;16279;21309;1604;2;9;0;130
53;595;10147;24611;4656;3;45;0;242
155;252;14448;1163;2551;2;17;1;8
95;156;226;16682;1481;6;655;42;7381
228;614;12601;28333;3882;6;30;1;224
155;252;8785;1163;2646;3;30;1;13
52;624;5633;33877;515;6;9;0;601
153;255;10290;34737;2549;2;24;1;337
157;575;5221;26838;2553;3;48;3;514
157;575;2535;26838;2553;3;100;6;1058
78;624;7012;23964;1169;2;16;1;341
73;658;256;28460;4593;3;1794;28;11117
53;630;12976;26399;516;6;3;0;203
221;489;18843;25639;3838;2;20;1;136
240;216;14928;11877;1534;6;10;1;79
53;596;14519;23378;543;6;3;0;161
53;637;9536;31931;516;2;5;0;334
93;814;15822;2344;1479;6;9;0;14
92;170;6360;26254;1478;6;23;1;412
153;252;17757;1163;2549;1;14;0;6
235;616;13321;3005;3786;3;28;1;22
86;443;19402;4984;1472;2;7;0;25
52;595;14622;18709;734;6;5;0;127
156;571;8700;21265;2454;2;28;1;244
53;595;521;24611;516;6;99;10;4723
81;265;16668;32111;1340;2;8;0;192
53;472;1390;1068;582;6;41;3;76
218;580;16257;29934;3303;2;20;1;184
155;252;15417;1163;2572;2;16;1;7
131;473;18907;34021;1639;2;8;0;179
62;584;4393;29197;933;2;21;1;664
100;377;19424;29372;1486;2;7;0;151
54;595;16640;24611;517;2;3;0;147
123;446;13379;4663;1631;6;12;0;34
100;389;12788;5300;1486;6;11;0;41
228;705;19787;2981;3882;6;19;1;15
155;252;5662;1163;4043;2;71;2;20
157;575;2557;26838;2553;6;99;6;1049
155;252;14415;1163;2551;2;17;1;8
52;595;14960;22081;515;2;3;0;147
157;571;11958;14450;2553;2;21;1;120
107;552;17127;24364;2114;2;12;0;142
140;489;8352;31018;1648;6;19;1;371
53;637;5460;25494;558;2;10;0;466
226;575;3519;24322;3608;2;102;6;691
156;571;5927;21265;2552;3;43;2;358
153;255;10268;34737;2549;2;24;1;338
156;571;18715;14450;2552;2;13;0;77
56;621;10917;27611;492;6;4;0;252
157;575;18968;24322;2585;2;13;0;128
53;595;17491;28042;924;2;5;0;160
155;252;3042;1163;4043;1;132;5;38
146;630;17742;26399;2432;6;13;0;148
95;419;2572;25639;1481;6;57;3;996
75;637;6939;25494;4594;2;66;1;367
75;723;857;741;511;6;59;8;86
53;595;7114;18709;516;2;7;0;262
54;445;9284;6400;517;2;5;0;68
62;595;5309;29762;525;2;9;1;560
53;422;5872;18675;516;6;8;0;318
157;575;15957;24322;2553;2;15;0;152
100;445;4297;4103;1486;2;34;2;95
157;575;19483;26838;2553;3;13;0;137
148;516;14060;21426;4481;6;31;1;152
53;595;14111;24611;489;2;3;0;174
52;595;2571;29522;4632;6;180;2;1148
100;156;6661;16682;1486;2;22;1;250
52;596;6491;23378;515;2;7;0;360
94;436;2520;20656;1480;6;58;3;819
124;419;14656;3619;1510;6;10;0;24
218;580;12327;29934;3303;2;26;1;242
124;717;13633;30721;1386;3;10;0;225
139;378;6580;4909;1525;6;23;2;74
54;637;5001;31931;4574;2;91;1;638
153;255;1406;33551;4443;1;316;10;2386
157;571;11560;21265;2553;2;22;1;183
100;626;1180;31966;1364;6;115;8;2708
53;620;13252;26860;924;1;6;0;202
52;595;16039;27739;602;1;3;0;172
153;255;2956;34737;4474;2;151;5;1175
93;814;6124;24441;1479;6;24;1;399
53;595;12044;33382;516;2;4;0;277
155;252;14970;1163;4061;2;27;1;7
53;596;13229;23378;4573;1;34;0;176
53;595;5744;28042;4573;3;79;0;488
157;571;12046;14450;2553;2;21;1;119
95;420;13492;21280;1603;6;11;0;157
93;156;15895;25011;1984;6;12;0;157
148;494;16923;1103;2525;6;14;0;6
93;170;12499;30719;1479;2;11;0;245
100;156;18243;16682;2108;2;11;0;91
155;252;19524;1163;2636;3;13;0;5
155;252;2998;1163;4043;1;134;5;38
116;614;12296;29680;1563;6;12;0;241
155;252;8672;1163;4476;3;51;1;13
94;445;10722;6400;1480;2;13;0;59
196;456;4401;955;3581;6;81;4;21
218;571;6381;21265;3601;2;56;3;333
87;420;16939;21280;1875;2;11;0;125
157;575;18061;26838;4489;3;24;0;148
95;156;1635;16682;1481;6;90;5;1020
215;437;8051;23201;3300;6;40;2;288
156;571;14481;14450;2454;2;16;1;99
53;445;17078;21309;469;2;2;0;124
75;575;7734;24322;4594;6;59;0;314
218;580;6380;29934;4683;1;73;3;469
91;419;1355;25272;1540;6;113;6;1865
139;153;4907;2282;1525;6;31;2;46
53;637;17927;25494;516;3;2;0;142
193;741;1251;26490;3199;6;255;15;2117
153;255;9068;34737;2549;3;28;1;383
75;595;7111;7093;4594;2;64;1;99
157;575;1557;24566;4447;3;285;10;1577
157;575;2355;24649;4504;3;191;6;1046
140;723;18641;741;1648;6;8;0;3
75;595;700;29834;578;6;82;10;4262
88;325;6287;6868;4879;6;77;1;109
75;595;4355;1;538;2;12;1;0
234;170;5519;18102;3576;6;64;4;327
139;420;15055;21280;1525;2;10;0;141
93;489;452;31018;1710;6;378;20;6862
100;575;10376;26838;1486;2;14;0;258
75;683;6672;6920;4594;6;68;1;103
105;456;18463;28241;1830;2;9;0;152
52;595;17677;28042;515;3;2;0;158
20;359;2377;25625;82;8;3;0;1078
75;607;6747;28054;4594;3;68;1;415
155;252;17939;1163;2666;3;14;0;6
208;156;2664;16682;3293;6;123;7;626
203;543;2112;5119;3586;6;169;9;242
52;626;8526;33858;1003;3;11;0;397
131;469;17958;1647;1639;2;9;0;9
95;156;6457;16682;1481;2;22;1;258
93;445;15063;4103;1881;2;12;0;27
53;607;19878;25826;516;6;2;0;129
157;575;12368;24322;2553;2;20;1;196
157;571;17119;14450;4478;2;26;0;84
100;156;2874;16682;1486;6;51;3;580
131;444;18159;2256;1639;2;9;0;12
62;607;3296;28054;567;6;17;1;851
52;595;5579;885;515;6;9;0;15
94;595;33;1;2102;6;6369;284;3
234;624;10023;32765;3616;6;36;2;326
156;575;17006;24322;2552;2;15;0;143
130;299;2765;31705;1516;6;54;4;1146
92;683;18453;21846;2390;2;12;0;118
53;516;12185;33939;516;6;4;0;278
95;153;6018;2282;1481;6;24;1;37
54;607;15563;34260;490;6;3;0;220
123;445;17137;21309;2011;2;11;0;124
148;705;14023;23221;2598;1;18;1;165
153;255;19761;34737;4474;3;22;0;175
155;252;17013;1163;2551;1;14;0;6
62;595;4835;28192;525;3;10;1;583
95;445;14777;4103;1481;6;10;0;27
95;422;17769;25721;1481;6;8;0;144
59;621;14732;24488;495;1;3;0;166
155;252;11248;1163;4476;2;39;1;10
73;595;19156;33382;942;2;4;0;174
73;595;15345;28042;4569;2;29;0;182
68;624;5858;21356;4588;6;78;1;364
52;595;4080;24611;515;4;12;1;603
62;595;247;33866;4582;6;1855;25;13710
153;252;3108;1163;4474;2;143;4;37
54;601;15043;32141;517;2;3;0;213
155;252;3174;1163;4043;1;127;4;36
153;255;9077;34737;4474;2;49;1;382
93;445;5394;4103;2101;2;38;1;76
156;575;9969;26838;2552;2;25;1;269
153;255;17297;34737;2559;2;14;0;200
73;658;69;28460;4593;3;6656;105;41246
53;658;16732;20058;516;2;3;0;119
155;252;11250;1163;2551;1;22;1;10
53;607;755;29148;516;6;68;7;3860
95;717;8686;30721;1481;6;17;1;353
52;595;18979;7081;515;6;2;0;37
91;238;1305;4893;1477;6;113;6;374
155;252;3163;1163;4043;1;127;4;36
149;571;16669;14450;1;2;0;0;86
87;422;9176;25721;2095;2;22;0;280
93;445;5075;34777;1479;6;29;1;685
156;571;6048;21265;2552;3;42;2;351
52;595;9385;28042;4506;2;48;0;298
218;580;9482;29934;3377;3;35;2;315
54;420;16641;21280;517;2;3;0;127
53;595;7281;33382;4573;2;62;0;458
157;575;14887;26838;2574;2;17;1;180
101;423;18937;27074;1487;2;7;0;142
101;420;17886;21280;1487;2;8;0;118
223;710;18702;19674;3878;6;20;1;105
52;595;5622;33382;4572;6;81;0;593
73;595;4619;28042;536;3;11;1;607
156;571;17904;14450;4488;3;25;0;80
52;595;4067;28192;4530;3;111;1;693
75;705;8979;1039;4594;3;51;0;11
157;575;10360;24649;2553;2;24;1;237
100;153;16499;27788;1486;2;9;0;168
138;445;14814;24390;1524;6;10;0;164
155;252;16936;1163;2551;2;15;0;6
95;489;18492;31018;1481;2;8;0;167
119;445;19919;21309;1505;3;7;0;106
53;601;4154;32141;603;2;14;1;773
75;595;12544;27700;538;2;4;0;220
148;614;13989;28333;4439;1;31;1;202
53;595;15134;18709;516;2;3;0;123
218;580;1514;29934;3601;3;237;14;1977
155;252;7595;1163;2551;3;33;2;15
157;575;18653;24649;4467;3;23;0;132
155;252;13269;1163;2453;2;18;1;8
170;370;17576;28136;4956;6;28;0;160
53;595;5004;7093;516;2;10;1;141
228;705;1871;22803;3610;6;192;12;1218
193;811;10568;32767;3578;6;33;1;310
5;342;12790;6919;302;6;2;0;54
72;422;6957;25721;535;2;7;1;369
156;571;3987;30743;4477;2;112;3;771
157;575;7870;24649;4478;2;56;1;313
53;595;2984;18709;4573;2;153;1;626
62;595;4492;28192;4582;3;102;1;627
156;571;16915;14450;2552;2;15;0;85
62;607;19142;30883;498;2;2;0;161
146;626;4978;33858;1407;2;28;2;680
100;420;15115;21280;1486;2;9;0;140
155;252;3141;1163;4043;1;128;4;37
155;252;4303;1163;2513;2;58;3;27
54;473;3934;1423;4574;6;116;1;36
62;595;13414;33911;1119;6;8;0;252
62;607;11464;4288;525;2;4;0;37
75;637;6804;19620;4594;1;67;1;288
53;595;19009;18709;516;1;2;0;98
156;571;13248;21265;2584;2;19;1;160
52;595;2156;33382;515;6;23;2;1548
100;389;13911;5300;1486;3;10;0;38
128;299;16177;6736;1514;6;9;0;41
101;423;17020;27074;2399;2;14;0;159
218;580;9154;29934;3601;2;39;2;327
53;595;4173;18709;4573;6;109;1;448
52;595;5035;33382;1064;2;21;1;662
155;252;7243;1163;2572;3;35;2;16
52;634;54;29598;4598;6;8514;96;54811
93;455;14689;28434;1479;2;10;0;193
52;594;2418;1;488;6;20;2;0
152;533;6222;22205;2615;6;42;2;356
100;389;16421;5300;1486;2;9;0;32
53;575;7917;24322;516;2;6;0;307
157;723;2214;32553;2553;6;115;7;1470
53;595;14400;33382;516;2;3;0;231
53;595;8277;24611;558;3;6;0;297
224;489;10046;33268;3879;6;38;2;331
52;595;8066;1;4572;2;56;0;0
155;252;716;33491;2572;3;359;21;4677
21;419;2436;3619;83;8;3;0;148
87;156;15587;16682;1473;1;9;0;107
52;607;5359;28054;515;1;9;0;523
193;742;14278;26057;3578;6;25;1;182
138;49;10583;27936;1583;2;14;1;263
53;596;7609;23378;4573;3;60;0;307
20;489;19560;31018;358;2;1;0;158
53;595;6215;7093;516;2;8;0;114
62;607;8814;23699;525;2;5;0;268
96;445;16220;24945;1604;2;9;0;153
157;571;16672;13264;2553;2;15;0;79
156;575;6094;24322;4446;2;72;2;399
155;252;4995;1163;4476;2;89;3;23
100;156;16885;16682;4891;2;28;0;98
100;472;7983;25221;1486;6;18;1;315
155;252;3086;1163;4043;1;131;5;37
